,Property Address,Property City,Sale Price,Latitude,Longitude,Restaurants,Supermarkets,Liquor Store,Schools,Churches,Convenience_Store,Drugstore,Fire_Station,Hospital,Bar
485,200  DOCKSIDE  CT,HERMITAGE,$305.0k,36.1768213,-86.6201184,,,,,,20,7,1,19,18
486,217  THISTLE  LN,HERMITAGE,$165.0k,36.1765179,-86.6116659,,,,,,20,8,2,18,18
487,389  MONROE  ST,NASHVILLE,$620.0k,36.176416,-86.787864,,,,,,18,4,1,9,20
488,213  THISTLE  LN,HERMITAGE,$165.0k,36.1763662,-86.6115477,,,,,,20,8,2,18,18
489,205  BERMUDA  DR,NASHVILLE,$410.0k,36.1758109,-86.6961791,,,,,,20,10,4,12,20
490,0  OLD POND CREEK  RD,PEGRAM,$180.0k,36.1752438,-87.0424251,,,,,,0,0,0,0,0
491,1905  HOLLY  ST,NASHVILLE,$1321.2k,36.1752057,-86.7360385,,,,,,20,15,8,12,20
492,508  MADISON  ST,NASHVILLE,$522.0k,36.175009,-86.788922,,,,,,17,4,1,20,20
493,4252  VALLEY GROVE  DR,HERMITAGE,$302.0k,36.1749845,-86.5907933,,,,,,20,8,2,15,15
494,1808  HOLLY  ST,NASHVILLE,$410.0k,36.1748432,-86.7375119,,,,,,20,14,8,12,20
495,1529  21ST  AVE N,NASHVILLE,$417.0k,36.174418,-86.8108344,,,,,,20,19,13,20,20
496,1803  RUSSELL  ST,NASHVILLE,$448.7k,36.1742453,-86.7381209,,,,,,20,14,8,15,20
497,1527  23RD  AVE N,NASHVILLE,$205.0k,36.1742325,-86.8134237,,,,,,20,20,13,20,20
498,601   MADISON  ST,NASHVILLE,$699.0k,36.1741579,-86.7892472,,,,,,17,4,1,20,20
499,601   MADISON  ST,NASHVILLE,$780.1k,36.1741579,-86.7892472,,,,,,17,4,1,20,20
500,601   MADISON  ST,NASHVILLE,$1930.0k,36.1741579,-86.7892472,,,,,,17,4,1,20,20
501,800  WOODLAND  ST,NASHVILLE,$295.0k,36.1740488,-86.7582536,,,,,,20,20,9,20,20
502,2706  FORTLAND  DR,NASHVILLE,$499.0k,36.1736083,-86.7209476,,,,,,20,11,8,9,20
503,1201   10TH  AVE N,NASHVILLE,$900.0k,36.1735043,-86.7956097,,,,,,18,7,2,20,20
504,1600 B KNOWLES  ST,NASHVILLE,$495.0k,36.1734769,-86.8041251,,,,,,20,19,14,20,20
505,4224  VALLEY GROVE  DR,HERMITAGE,$300.0k,36.1734052,-86.5911282,,,,,,20,8,2,15,15
506,1125   10TH  AVE N,NASHVILLE,$275.0k,36.173282,-86.7954254,,,,,,18,7,2,20,20
507,1125   10TH  AVE N,NASHVILLE,$364.9k,36.173282,-86.7954254,,,,,,18,7,2,20,20
508,1125   10TH  AVE N,NASHVILLE,$375.9k,36.173282,-86.7954254,,,,,,18,7,2,20,20
509,1125   10TH  AVE N,NASHVILLE,$374.9k,36.173282,-86.7954254,,,,,,18,7,2,20,20
510,1125   10TH  AVE N,NASHVILLE,$399.9k,36.173282,-86.7954254,,,,,,18,7,2,20,20
511,748  1ST  AVE N,NASHVILLE,$405.0k,36.172987,-86.780329,,,,,,20,5,2,8,20
512,4232   MAGNOLIA FARMS  DR,HERMITAGE,$484.6k,36.1728254,-86.6305051,,,,,,20,9,3,20,20
513,1900  FATHERLAND  ST,NASHVILLE,$650.0k,36.1726433,-86.7368636,,,,,,20,15,8,15,20
514,2921  CHAPELWOOD  DR,HERMITAGE,$378.0k,36.1720224,-86.6164026,,,,,,20,6,1,17,17
515,211  RIVERSTONE  CT,NASHVILLE,$253.0k,36.171968,-86.654373,,,,,,20,9,2,20,20
516,1615  HEIMAN  ST,NASHVILLE,$220.0k,,,,,,,,0,0,0,0,0
517,700   1ST  AVE N,NASHVILLE,$979.0k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
518,700   1ST  AVE N,NASHVILLE,$579.9k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
519,700   1ST  AVE N,NASHVILLE,$609.5k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
520,700   1ST  AVE N,NASHVILLE,$671.0k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
521,700   1ST  AVE N,NASHVILLE,$1040.0k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
522,700   1ST  AVE N,NASHVILLE,$689.9k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
523,700   1ST  AVE N,NASHVILLE,$1041.0k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
524,700   1ST  AVE N,NASHVILLE,$1115.0k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
525,700   1ST  AVE N,NASHVILLE,$990.0k,36.1716029,-86.7796691,,,,,,20,5,3,9,20
526,4478  CLEECES FERRY  RD,NASHVILLE,$400.0k,36.1715772,-86.9320105,,,,,,1,0,0,0,2
527,3911  DODSON CHAPEL  RD,HERMITAGE,$222.0k,36.1708162,-86.6141968,,,,,,20,5,1,16,16
528,519  S 10TH  ST,NASHVILLE,$316.0k,36.1700445,-86.7519888,,,,,,20,19,8,20,20
529,3942  HOGGETT FORD  RD,HERMITAGE,$290.0k,36.1699011,-86.6174366,,,,,,20,5,1,17,19
530,511  S 9TH  ST,NASHVILLE,$485.0k,36.1697893,-86.7535207,,,,,,20,20,8,20,20
531,1328  RIVERBROOK  DR,HERMITAGE,$283.0k,36.1689181,-86.6178895,,,,,,20,6,1,17,19
532,510  GAY  ST,NASHVILLE,$223.0k,36.1681856,-86.7842662,,,,,,20,6,2,10,20
533,109  SPRING VALLEY  RD,NASHVILLE,$544.9k,36.1681449,-86.6717522,,,,,,20,6,2,12,20
534,2101  JUNE  DR,NASHVILLE,$472.5k,36.1676584,-86.7048298,,,,,,20,12,6,10,20
535,6108 B NEW YORK  AVE,NASHVILLE,$548.0k,36.1673673,-86.8602089,,,,,,20,10,8,20,20
536,1423  FULTON  ST,NASHVILLE,$250.0k,36.1672735,-86.7451143,,,,,,20,13,8,18,20
537,200  BLUE HILLS  DR,NASHVILLE,$380.0k,36.1672684,-86.6867992,,,,,,20,6,3,12,20
538,2713  OVERHILL  CIR,NASHVILLE,$647.0k,36.1669312,-86.6715358,,,,,,20,6,2,12,20
539,1628  STONEWATER  DR,HERMITAGE,$402.0k,36.166887,-86.6191204,,,,,,20,6,1,17,19
540,1626   54TH  AVE N,NASHVILLE,$317.0k,36.1666738,-86.852814,,,,,,20,14,8,20,20
541,1803 B SEVIER  ST,NASHVILLE,$600.0k,36.1662783,-86.7391242,,,,,,20,13,8,16,20
542,5700  ST CHARLES  CT,HERMITAGE,$399.9k,36.1662207,-86.5850786,,,,,,20,5,1,12,12
543,753   MILL CREEK MEADOW  DR,NASHVILLE,$457.6k,36.1660138,-86.7001849,,,,,,20,9,6,12,20
544,755   MILL CREEK MEADOW  DR,NASHVILLE,$459.2k,36.1660061,-86.7002695,,,,,,20,9,6,12,20
545,757   MILL CREEK MEADOW  DR,NASHVILLE,$449.9k,36.1660033,-86.7003547,,,,,,20,10,6,12,20
546,761   MILL CREEK MEADOW  DR,NASHVILLE,$439.9k,36.1659891,-86.7005355,,,,,,20,10,6,12,20
547,763   MILL CREEK MEADOW  DR,NASHVILLE,$459.9k,36.1659862,-86.7006207,,,,,,20,10,6,12,20
548,1125  39TH  AVE N,NASHVILLE,$305.0k,36.1649967,-86.8343684,,,,,,20,19,11,20,20
549,1505   54TH  AVE N,NASHVILLE,$455.0k,36.1646092,-86.853501,,,,,,20,14,8,20,20
550,231   REP JOHN LEWIS  WAY N,NASHVILLE,$330.0k,36.1638951,-86.7809494,,,,,,20,7,3,10,20
551,1417   54TH  AVE N,NASHVILLE,$620.0k,36.1635998,-86.8531967,,,,,,20,14,8,20,20
552,2824  COLONIAL  CIR,NASHVILLE,$375.0k,36.1631821,-86.6608919,,,,,,20,7,2,16,20
553,680   JAMES  AVE,NASHVILLE,$385.0k,36.1628312,-86.8713452,,,,,,20,8,5,20,20
554,515   CHURCH  ST,NASHVILLE,$428.0k,36.162796,-86.7804741,,,,,,20,7,3,8,20
555,5307  HUNTERS POINT  CT,HERMITAGE,$190.0k,36.162736,-86.580026,,,,,,20,3,1,11,9
556,605  OAK HARBOR  CV,HERMITAGE,$390.0k,36.162734,-86.5876404,,,,,,20,5,1,12,12
557,2116  HERMAN  ST,NASHVILLE,$235.0k,36.1626766,-86.8091474,,,,,,20,20,16,20,20
558,2600   LANDCREST  CT,NASHVILLE,$496.8k,36.1626638,-86.7816016,,,,,,20,7,3,15,20
559,1069  TREATY OAKS  DR,NASHVILLE,$465.0k,36.1625783,-86.859361,,,,,,20,11,8,20,20
560,1017  TREATY OAKS  DR,NASHVILLE,$466.0k,36.1624605,-86.859634,,,,,,20,11,8,20,20
561,700  CHURCH  ST,NASHVILLE,$300.0k,36.1621326,-86.783187,,,,,,20,7,3,20,20
562,1204   49TH  AVE N,NASHVILLE,$34131.0k,36.1621129,-86.8455823,,,,,,20,15,8,20,20
563,1216   49TH  AVE N,NASHVILLE,$34131.0k,36.16211,-86.8457681,,,,,,20,15,8,20,20
564,1212   49TH  AVE N,NASHVILLE,$34131.0k,36.1621086,-86.845768,,,,,,20,15,8,20,20
565,1206   49TH  AVE N,NASHVILLE,$34131.0k,36.1621065,-86.8457679,,,,,,20,15,8,20,20
566,220   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161851,-86.84494,,,,,,20,15,8,20,20
567,216   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161844,-86.84477,,,,,,20,15,8,20,20
568,218   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161839,-86.844863,,,,,,20,15,8,20,20
569,242   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161832,-86.845554,,,,,,20,15,8,20,20
570,240   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161823,-86.845359,,,,,,20,15,8,20,20
571,222   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161823,-86.845195,,,,,,20,15,8,20,20
572,244   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1617752,-86.8456355,,,,,,20,15,8,20,20
573,246   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1617731,-86.8457255,,,,,,20,15,8,20,20
574,252   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1617551,-86.8459052,,,,,,20,15,8,20,20
575,248   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161754,-86.8458141,,,,,,20,15,8,20,20
576,250   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1617518,-86.8459012,,,,,,20,15,8,20,20
577,1210   49TH  AVE N,NASHVILLE,$34131.0k,36.161744,-86.8463787,,,,,,20,15,8,20,20
578,212   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161734,-86.844643,,,,,,20,15,8,20,20
579,224   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1616789,-86.8453102,,,,,,20,15,8,20,20
580,236   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161677,-86.845325,,,,,,20,15,8,20,20
581,238   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1616753,-86.845349,,,,,,20,15,8,20,20
582,1200   49TH  AVE N,NASHVILLE,$34131.0k,36.1616674,-86.8455627,,,,,,20,15,8,20,20
583,226   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1616646,-86.8453102,,,,,,20,15,8,20,20
584,1214   49TH  AVE N,NASHVILLE,$34131.0k,36.1616636,-86.846071,,,,,,20,15,8,20,20
585,210   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161659,-86.844614,,,,,,20,15,8,20,20
586,234   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161594,-86.845319,,,,,,20,15,8,20,20
587,228   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1615867,-86.8453102,,,,,,20,15,8,20,20
588,232   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1615863,-86.8453231,,,,,,20,15,8,20,20
589,208   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161582,-86.844601,,,,,,20,15,8,20,20
590,258   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1615193,-86.8457968,,,,,,20,15,8,20,20
591,206   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161506,-86.844612,,,,,,20,15,8,20,20
592,1217   NATIONS  DR,NASHVILLE,$480.0k,36.161503,-86.8577893,,,,,,20,11,8,20,20
593,262   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161498,-86.845647,,,,,,20,15,8,20,20
594,264   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1614916,-86.8455995,,,,,,20,15,8,20,20
595,260   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161488,-86.845793,,,,,,20,15,8,20,20
596,256   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161487,-86.845986,,,,,,20,15,8,20,20
597,230   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161476,-86.8453784,,,,,,20,15,8,20,20
598,204   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161438,-86.844613,,,,,,20,15,8,20,20
599,200   FOUNDERS  LN,NASHVILLE,$34131.0k,36.16136,-86.844592,,,,,,20,15,8,20,20
600,261   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1613436,-86.8456442,,,,,,20,15,8,20,20
601,259   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1613401,-86.8457891,,,,,,20,15,8,20,20
602,257   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1613361,-86.8458445,,,,,,20,15,8,20,20
603,645   NASHUA  LN,NASHVILLE,$425.0k,36.1613298,-86.8707452,,,,,,20,7,6,20,20
604,1202   49TH  AVE N,NASHVILLE,$34131.0k,36.1613269,-86.8463549,,,,,,20,15,8,20,20
605,203   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161318,-86.844918,,,,,,20,15,8,20,20
606,201   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161308,-86.844816,,,,,,20,15,8,20,20
607,253   FOUNDERS  LN,NASHVILLE,$34131.0k,36.16129,-86.84611,,,,,,20,15,8,20,20
608,263   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161289,-86.845527,,,,,,20,15,8,20,20
609,267   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1612762,-86.8453012,,,,,,20,15,8,20,20
610,265   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161276,-86.845418,,,,,,20,15,8,20,20
611,269   FOUNDERS  LN,NASHVILLE,$34131.0k,36.1612747,-86.8452099,,,,,,20,15,8,20,20
612,255   FOUNDERS  LN,NASHVILLE,$34131.0k,36.161271,-86.846008,,,,,,20,15,8,20,20
613,6512  LAMPE  CT,HERMITAGE,$440.0k,36.1610432,-86.5827091,,,,,,20,4,0,11,9
614,4714   TENNESSEE  AVE,NASHVILLE,$34131.0k,36.1610221,-86.8446004,,,,,,20,15,8,20,20
615,4718   TENNESSEE  AVE,NASHVILLE,$34131.0k,36.1610179,-86.8447554,,,,,,20,15,8,20,20
616,4720   TENNESSEE  AVE,NASHVILLE,$34131.0k,36.1610122,-86.8448771,,,,,,20,15,8,20,20
617,4716   TENNESSEE  AVE,NASHVILLE,$34131.0k,36.1610121,-86.8447137,,,,,,20,15,8,20,20
618,4724   TENNESSEE  AVE,NASHVILLE,$34131.0k,36.161012,-86.8450365,,,,,,20,15,8,20,20
619,4722   TENNESSEE  AVE,NASHVILLE,$34131.0k,36.1610101,-86.8449499,,,,,,20,15,8,20,20
620,300   STEWARTS FERRY  PIKE,NASHVILLE,$289.0k,36.1608801,-86.6455712,,,,,,20,9,2,20,20
621,1090  GARLAND HOLLOW  RD,PEGRAM,$250.0k,36.160729,-86.989041,,,,,,0,0,0,0,1
622,2634  WOODBERRY  DR,NASHVILLE,$290.0k,36.1607209,-86.6684078,,,,,,20,6,3,12,20
623,1227  CHICKADEE  CIR,HERMITAGE,$422.0k,36.1604249,-86.575977,,,,,,16,2,0,9,7
624,5922 A  CARL  PL,NASHVILLE,$540.0k,36.160363,-86.8613009,,,,,,20,10,7,20,20
625,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
626,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
627,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
628,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
629,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
630,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
631,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
632,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
633,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
634,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
635,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
636,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
637,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
638,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
639,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
640,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
641,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
642,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
643,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
644,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
645,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
646,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
647,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
648,647   VERNON  AVE,NASHVILLE,$13920.3k,36.1602708,-86.8691386,,,,,,20,7,7,20,20
649,718  29TH  AVE N,NASHVILLE,$500.0k,36.1601247,-86.8198578,,,,,,20,20,15,20,20
650,5410 B KENTUCKY  AVE,NASHVILLE,$701.0k,36.1600041,-86.853807,,,,,,20,14,8,20,20
651,927  MARILYN  RD,NASHVILLE,$255.0k,36.159998,-86.862101,,,,,,20,9,6,20,20
652,723  26TH  AVE N,NASHVILLE,$364.6k,36.159983,-86.815452,,,,,,20,20,15,20,20
653,717  27TH  AVE N,NASHVILLE,$240.0k,36.1597432,-86.8167974,,,,,,20,20,15,20,20
654,2844  SURREY  RD,NASHVILLE,$328.0k,36.1597033,-86.6584716,,,,,,20,6,2,17,20
655,4603   KENTUCKY  AVE,NASHVILLE,$631.0k,36.1596849,-86.8427006,,,,,,20,18,9,20,20
656,5111  KENTUCKY  AVE,NASHVILLE,$355.0k,36.1596044,-86.8501298,,,,,,20,15,8,20,20
657,5523  KENTUCKY  AVE,NASHVILLE,$492.0k,36.1594449,-86.8554117,,,,,,20,14,7,20,20
658,4602 A MICHIGAN  AVE,NASHVILLE,$580.0k,36.1592565,-86.8428349,,,,,,20,18,9,20,20
659,413  FISK  ST,NASHVILLE,$220.0k,36.159112,-86.7998185,,,,,,20,9,1,20,20
660,4908 A  MICHIGAN  AVE,NASHVILLE,$660.0k,36.1590414,-86.8472485,,,,,,20,15,8,20,20
661,4908 B  MICHIGAN  AVE,NASHVILLE,$670.0k,36.1590414,-86.8472485,,,,,,20,15,8,20,20
662,301  DEMONBREUN  ST,NASHVILLE,$310.0k,36.1590233,-86.7747072,,,,,,20,4,4,8,20
663,301  DEMONBREUN  ST,NASHVILLE,$373.5k,36.1590233,-86.7747072,,,,,,20,4,4,8,20
664,301  DEMONBREUN  ST,NASHVILLE,$395.0k,36.1590233,-86.7747072,,,,,,20,4,4,8,20
665,301  DEMONBREUN  ST,NASHVILLE,$360.0k,36.1590233,-86.7747072,,,,,,20,4,4,8,20
666,301  DEMONBREUN  ST,NASHVILLE,$385.0k,36.1590233,-86.7747072,,,,,,20,4,4,8,20
667,414  STEWARTS FERRY  PIKE,NASHVILLE,$190.0k,36.1588926,-86.64228,,,,,,20,9,2,20,20
668,610   21ST  AVE N,NASHVILLE,$625.0k,36.1588827,-86.8066364,,,,,,20,20,14,20,20
669,610   21ST  AVE N,NASHVILLE,$386.0k,36.1588827,-86.8066364,,,,,,20,20,14,20,20
670,909  TRICE  DR,NASHVILLE,$335.0k,36.1588748,-86.859498,,,,,,20,11,7,20,20
671,314  SENECA  DR,NASHVILLE,$280.0k,36.1588704,-86.6689193,,,,,,20,6,3,13,20
672,4900   ILLINOIS  AVE,NASHVILLE,$790.0k,36.158031,-86.846434,,,,,,20,15,7,20,20
673,805   49TH  AVE N,NASHVILLE,$615.0k,36.1571995,-86.8462571,,,,,,20,15,8,20,20
674,544  ANNEX  AVE,NASHVILLE,$350.0k,36.1571812,-86.8790908,,,,,,20,7,6,20,20
675,100  WINDCHASE  RUN,HERMITAGE,$390.0k,36.1569615,-86.5858275,,,,,,20,3,0,11,9
676,3237  CLOVERWOOD  DR,NASHVILLE,$255.0k,36.156947,-86.639548,,,,,,20,9,2,20,20
677,505  BISMARK  DR,NASHVILLE,$310.0k,36.1568681,-86.6977127,,,,,,20,7,6,12,20
678,713  44TH  AVE N,NASHVILLE,$565.0k,36.1566583,-86.8399514,,,,,,20,18,9,20,20
679,420   BECANNI  LN,NASHVILLE,$474.9k,36.1565622,-86.8744213,,,,,,20,7,6,20,20
680,424   BECANNI  LN,NASHVILLE,$476.5k,36.156555,-86.874164,,,,,,20,7,6,20,20
681,418   BECANNI  LN,NASHVILLE,$589.9k,36.1565534,-86.874421,,,,,,20,7,6,20,20
682,430   BECANNI  LN,NASHVILLE,$589.0k,36.156513,-86.873831,,,,,,20,7,6,20,20
683,428   BECANNI  LN,NASHVILLE,$464.9k,36.1565004,-86.8739129,,,,,,20,7,6,20,20
684,5803  MACKIE  PL,NASHVILLE,$470.0k,36.156308,-86.8596699,,,,,,20,9,7,20,20
685,515  BASSWOOD  AVE,NASHVILLE,$180.0k,36.1561863,-86.8869491,,,,,,20,6,3,20,20
686,1808  STATE  ST,NASHVILLE,$290.0k,36.1559092,-86.7993182,,,,,,19,8,1,20,20
687,510  BASSWOOD  AVE,NASHVILLE,$255.0k,36.1553747,-86.8846145,,,,,,20,7,4,20,20
688,5906 A  DEAL  AVE,NASHVILLE,$560.0k,36.1552984,-86.8645204,,,,,,20,8,7,20,20
689,222   CROLEYWOOD  LN,NASHVILLE,$534.1k,36.1550908,-86.8738752,,,,,,20,7,6,20,20
690,2817  DUNMORE  DR,NASHVILLE,$290.0k,36.1550635,-86.6600261,,,,,,20,6,3,13,20
691,5913 A  DEAL  AVE,NASHVILLE,$428.5k,36.1548084,-86.8644753,,,,,,20,8,7,20,20
692,5913 B  DEAL  AVE,NASHVILLE,$646.3k,36.1548084,-86.8644753,,,,,,20,8,7,20,20
693,513  WANDA  DR,NASHVILLE,$380.0k,36.1546763,-86.6966117,,,,,,20,6,6,12,20
694,6376  IVY  ST,NASHVILLE,$535.0k,36.1546025,-86.8744676,,,,,,20,7,6,20,20
695,631  TRUXTON  CT,NASHVILLE,$310.0k,36.1546005,-86.6434159,,,,,,20,9,2,19,20
696,631  TRUXTON  CT,NASHVILLE,$325.0k,36.1546005,-86.6434159,,,,,,20,9,2,19,20
697,3108  LAKELAND  DR,NASHVILLE,$270.0k,36.154221,-86.6495568,,,,,,20,7,2,17,20
698,419 A 36TH  AVE N,NASHVILLE,$685.0k,36.1542123,-86.828035,,,,,,20,20,12,20,20
699,622  WESTBORO  DR,NASHVILLE,$240.0k,36.1540956,-86.8777979,,,,,,20,7,6,20,20
700,5064  MEGAN  DR,HERMITAGE,$435.0k,36.1539318,-86.5811951,,,,,,18,3,0,9,9
701,523 B  SNYDER  AVE,NASHVILLE,$599.0k,36.1539068,-86.8608535,,,,,,20,9,7,20,20
702,6309  HENRY FORD  DR,NASHVILLE,$355.0k,36.1536663,-86.8808538,,,,,,20,7,6,20,20
703,1506  DEMONBREUN  ST,NASHVILLE,$1600.0k,36.1536539,-86.7892352,,,,,,20,9,4,20,20
704,1508  DEMONBREUN  ST,NASHVILLE,$1600.0k,36.15365,-86.7893104,,,,,,20,9,4,20,20
705,5905  MAXON  AVE,NASHVILLE,$300.0k,36.1536124,-86.8641226,,,,,,20,8,7,20,20
706,1212  LAUREL  ST,NASHVILLE,$542.5k,36.1535143,-86.786437,,,,,,20,9,4,20,20
707,1212  LAUREL  ST,NASHVILLE,$850.0k,36.1535143,-86.786437,,,,,,20,9,4,20,20
708,1212  LAUREL  ST,NASHVILLE,$550.0k,36.1535143,-86.786437,,,,,,20,9,4,20,20
709,1212  LAUREL  ST,NASHVILLE,$820.0k,36.1535143,-86.786437,,,,,,20,9,4,20,20
710,1510  DEMONBREUN  ST,NASHVILLE,$410.0k,36.153492,-86.789426,,,,,,20,9,3,20,20
711,604 B EASTBORO  DR,NASHVILLE,$525.0k,36.1533878,-86.867336,,,,,,20,8,7,20,20
712,6096  HAGARS GROVE  PASS,HERMITAGE,$460.0k,36.1531098,-86.5778062,,,,,,16,2,0,9,6
713,3307  FALLS CREEK  DR,NASHVILLE,$362.0k,36.1529483,-86.6387103,,,,,,20,9,2,19,20
714,319  EMERY  DR,NASHVILLE,$360.0k,36.1527592,-86.6762766,,,,,,20,8,3,13,20
715,528  SCHOLARSHIP  DR,NASHVILLE,$400.0k,36.1518256,-86.881794,,,,,,20,7,6,20,20
716,504  NEWTON  AVE,NASHVILLE,$555.0k,36.1516517,-86.8631181,,,,,,20,8,7,20,20
717,600  12TH  AVE S,NASHVILLE,$575.0k,36.1516338,-86.7836581,,,,,,20,10,3,20,20
718,600  12TH  AVE S,NASHVILLE,$819.0k,36.1516338,-86.7836581,,,,,,20,10,3,20,20
719,600  12TH  AVE S,NASHVILLE,$999.9k,36.1516338,-86.7836581,,,,,,20,10,3,20,20
720,1803  BROADWAY,NASHVILLE,$320.0k,36.1515375,-86.7953035,,,,,,18,8,2,20,20
721,67  MAURY  ST,NASHVILLE,$205.0k,36.1512396,-86.7591275,,,,,,20,20,12,20,20
722,3314 A ELKINS  AVE,NASHVILLE,$430.0k,36.150884,-86.8250319,,,,,,20,20,13,20,20
723,500  LAKEBRINK  CT,NASHVILLE,$205.0k,36.1506276,-86.6333925,,,,,,20,8,2,17,20
724,320  52ND  AVE N,NASHVILLE,$600.1k,36.1506039,-86.849581,,,,,,20,13,10,20,20
725,609  CENTERPOINT  LN,NASHVILLE,$525.0k,36.150549,-86.8527464,,,,,,20,13,8,20,20
726,304  MOONWATER  CT,HERMITAGE,$410.0k,36.1503277,-86.5863294,,,,,,18,3,0,10,8
727,0  CHARLOTTE  PIKE,NASHVILLE,$200.0k,36.1502841,-86.8608501,,,,,,20,9,7,20,20
728,1403 A  SIGLER  ST,NASHVILLE,$450.0k,36.1501781,-86.7886329,,,,,,20,9,4,20,20
729,306  33RD  AVE N,NASHVILLE,$525.0k,36.1501303,-86.8235442,,,,,,20,20,14,20,20
